
image=images/avatar/female/shield.png

[stance]
frames=4
duration=800ms
type=back_forth
frame=0,0,184,31,31,32,13,32
frame=0,1,47,71,19,39,14,37
frame=0,2,124,182,22,37,16,39
frame=0,3,356,0,34,31,19,40
frame=0,4,216,158,34,26,12,36
frame=0,5,345,158,19,28,-4,34
frame=0,6,243,398,19,30,-3,32
frame=0,7,215,95,31,28,6,29
frame=1,0,215,63,31,32,13,32
frame=1,1,51,110,19,39,14,37
frame=1,2,126,290,22,36,16,38
frame=1,3,0,475,34,30,20,39
frame=1,4,98,350,34,26,12,36
frame=1,5,242,428,19,28,-3,34
frame=1,6,358,390,19,30,-3,32
frame=1,7,250,159,31,28,5,29
frame=2,0,119,376,31,32,12,32
frame=2,1,78,261,20,38,14,36
frame=2,2,124,219,22,37,16,39
frame=2,3,181,63,34,30,20,39
frame=2,4,302,28,34,27,13,37
frame=2,5,274,472,19,29,-3,35
frame=2,6,362,300,18,31,-4,33
frame=2,7,281,158,31,30,5,30
frame=3,0,117,408,31,32,12,32
frame=3,1,78,299,20,38,14,36
frame=3,2,57,304,21,38,15,40
frame=3,3,86,376,33,31,20,40
frame=3,4,132,350,34,26,13,37
frame=3,5,334,419,19,29,-3,35
frame=3,6,386,317,18,30,-4,33
frame=3,7,89,442,30,29,4,30

[shoot]
frames=4
duration=400ms
type=play_once
frame=0,0,0,436,27,39,25,38
frame=0,1,26,395,19,38,18,42
frame=0,2,279,123,26,35,15,45
frame=0,3,306,275,28,28,4,43
frame=0,4,336,248,27,28,-5,38
frame=0,5,80,337,18,32,-8,34
frame=0,6,336,28,20,35,0,32
frame=0,7,216,123,28,35,17,33
frame=1,0,0,158,29,40,29,42
frame=1,1,146,201,25,35,25,48
frame=1,2,299,303,24,33,12,52
frame=1,3,146,171,26,30,-5,48
frame=1,4,170,299,30,30,-9,43
frame=1,5,328,123,26,35,-6,38
frame=1,6,27,74,20,41,2,37
frame=1,7,0,117,28,41,22,38
frame=2,0,0,198,29,40,29,42
frame=2,1,71,0,33,35,27,47
frame=2,2,170,376,28,32,14,50
frame=2,3,334,276,27,29,-4,47
frame=2,4,224,272,29,29,-9,42
frame=2,5,298,56,28,34,-5,37
frame=2,6,29,234,24,39,3,36
frame=2,7,0,74,27,43,22,38
frame=3,0,0,356,28,39,27,40
frame=3,1,0,0,37,34,30,45
frame=3,2,284,0,37,28,21,46
frame=3,3,326,63,30,26,2,43
frame=3,4,225,334,27,28,-9,40
frame=3,5,140,0,35,31,-3,33
frame=3,6,37,0,34,36,4,33
frame=3,7,0,34,31,40,20,36

[run]
frames=8
duration=533ms
type=looped
frame=0,0,92,75,27,34,21,33
frame=0,1,150,376,20,32,20,37
frame=0,2,363,248,14,32,12,42
frame=0,3,148,408,24,32,5,44
frame=0,4,276,90,27,33,-3,43
frame=0,5,60,342,20,36,-8,40
frame=0,6,50,425,15,36,-6,36
frame=0,7,96,146,26,36,11,33
frame=1,0,64,36,28,35,18,34
frame=1,1,64,378,22,36,19,37
frame=1,2,390,41,14,36,13,41
frame=1,3,122,147,23,35,9,44
frame=1,4,176,440,22,31,-3,42
frame=1,5,124,256,22,34,-4,40
frame=1,6,244,123,15,35,-8,37
frame=1,7,245,29,23,34,7,34
frame=2,0,171,204,29,32,11,34
frame=2,1,65,414,24,36,14,37
frame=2,2,122,108,14,39,12,40
frame=2,3,29,195,22,39,14,43
frame=2,4,339,218,29,30,12,40
frame=2,5,172,171,21,33,-2,41
frame=2,6,200,200,16,33,-7,37
frame=2,7,342,186,22,32,2,34
frame=3,0,281,188,31,29,5,32
frame=3,1,97,182,27,36,11,34
frame=3,2,390,0,14,41,12,38
frame=3,3,53,266,25,38,19,41
frame=3,4,268,28,34,28,20,39
frame=3,5,171,269,29,30,9,39
frame=3,6,230,474,15,31,-6,37
frame=3,7,342,338,22,29,-3,33
frame=4,0,356,65,33,27,3,30
frame=4,1,153,133,28,34,10,32
frame=4,2,136,32,14,39,12,36
frame=4,3,259,123,20,36,22,39
frame=4,4,247,0,37,28,24,38
frame=4,5,216,210,31,29,12,39
frame=4,6,260,474,14,31,-6,39
frame=4,7,252,307,24,29,-4,34
frame=5,0,247,212,31,29,5,32
frame=5,1,97,218,27,36,12,34
frame=5,2,92,35,14,40,12,38
frame=5,3,66,71,26,38,20,41
frame=5,4,321,0,35,28,20,39
frame=5,5,309,218,30,29,9,38
frame=5,6,380,468,14,31,-7,37
frame=5,7,193,171,23,29,-3,33
frame=6,0,119,440,29,31,12,33
frame=6,1,246,63,24,36,15,36
frame=6,2,243,362,13,36,12,40
frame=6,3,305,123,23,35,13,43
frame=6,4,198,239,28,30,10,40
frame=6,5,226,239,21,33,-2,40
frame=6,6,346,305,16,33,-6,36
frame=6,7,221,397,22,30,3,33
frame=7,0,270,56,28,34,19,34
frame=7,1,256,360,21,36,19,37
frame=7,2,284,396,13,35,12,41
frame=7,3,253,272,23,35,8,43
frame=7,4,303,90,24,33,-2,42
frame=7,5,221,362,22,35,-4,40
frame=7,6,297,392,15,35,-7,36
frame=7,7,323,305,23,33,8,34

[die]
frames=6
duration=800ms
type=play_once
frame=0,0,354,123,30,32,14,32
