
image=images/avatar/female/longswort.png

[stance]
frames=4
duration=180
type=back_forth
frame=0,0,26,3424,12,22,-2,33
frame=0,1,37,1455,27,30,-7,38
frame=0,2,0,459,42,20,-5,25
frame=0,3,0,1487,37,25,1,20
frame=0,4,33,3281,16,32,7,21
frame=0,5,37,1592,26,30,27,24
frame=0,6,0,544,41,22,40,29
frame=0,7,0,1512,37,25,29,37
frame=1,0,13,3443,12,22,-2,33
frame=1,1,37,1561,26,31,-8,39
frame=1,2,0,654,41,21,-6,26
frame=1,3,0,1537,37,25,0,20
frame=1,4,0,3215,17,31,7,20
frame=1,5,37,1652,26,29,27,23
frame=1,6,0,566,41,22,40,29
frame=1,7,0,1879,36,26,29,38
frame=2,0,0,3479,11,22,-3,33
frame=2,1,37,1529,26,32,-8,40
frame=2,2,0,588,41,22,-6,27
frame=2,3,0,1662,37,24,0,20
frame=2,4,36,3114,18,31,7,20
frame=2,5,37,1681,26,29,27,23
frame=2,6,0,610,41,22,40,29
frame=2,7,0,1461,37,26,30,38
frame=3,0,19,3075,18,34,4,45
frame=3,1,34,2393,25,33,-8,41
frame=3,2,0,521,41,23,-6,28
frame=3,3,0,1129,39,24,0,20
frame=3,4,0,2983,19,31,7,20
frame=3,5,40,892,24,29,25,23
frame=3,6,0,2003,36,21,40,28
frame=3,7,0,1287,38,26,31,38

[run]
frames=8
duration=60
type=looped
frame=0,0,0,1201,39,17,23,28
frame=0,1,17,3243,17,21,-1,28
frame=0,2,18,3172,18,24,-5,28
frame=0,3,0,2108,35,19,2,22
frame=0,4,0,1562,37,25,9,21
frame=0,5,0,2881,20,34,11,25
frame=0,6,20,2906,20,34,18,28
frame=0,7,0,2572,33,26,29,29
frame=1,0,0,2127,35,18,29,30
frame=1,1,0,2829,25,28,9,37
frame=1,2,35,3217,17,29,-6,35
frame=1,3,0,1686,37,22,-1,26
frame=1,4,0,881,40,22,5,22
frame=1,5,34,2426,25,33,9,24
frame=1,6,0,2949,19,34,17,27
frame=1,7,0,2082,35,26,32,29
frame=2,0,0,2667,32,27,34,39
frame=2,1,40,788,24,37,13,48
frame=2,2,40,1022,21,38,-5,47
frame=2,3,0,1069,39,30,-5,37
frame=2,4,0,437,42,22,-1,24
frame=2,5,31,2731,25,30,4,23
frame=2,6,0,3014,19,31,17,25
frame=2,7,0,1956,36,24,36,29
frame=3,0,0,1426,37,35,37,47
frame=3,1,20,2940,19,42,18,59
frame=3,2,46,123,18,47,-6,60
frame=3,3,0,2040,35,42,-10,51
frame=3,4,0,819,40,31,-8,36
frame=3,5,34,2318,30,25,0,25
frame=3,6,50,2805,14,28,12,25
frame=3,7,0,2713,31,27,34,33
frame=4,0,36,1968,28,39,35,52
frame=4,1,48,87,16,36,20,63
frame=4,2,48,0,16,50,-5,65
frame=4,3,34,2245,30,47,-13,58
frame=4,4,0,1386,37,40,-11,45
frame=4,5,33,2564,31,33,-3,34
frame=4,6,18,3211,17,32,9,32
frame=4,7,40,825,24,34,29,39
frame=5,0,0,1843,36,36,36,48
frame=5,1,38,1374,26,45,18,59
frame=5,2,46,2885,18,47,-6,60
frame=5,3,0,2246,34,42,-11,51
frame=5,4,0,850,40,31,-8,36
frame=5,5,34,2292,30,26,0,26
frame=5,6,28,3397,13,27,12,25
frame=5,7,33,2597,31,28,34,34
frame=6,0,32,2665,32,28,33,40
frame=6,1,41,538,23,37,11,48
frame=6,2,40,1060,21,38,-6,47
frame=6,3,0,1099,39,30,-5,36
frame=6,4,0,632,41,22,-1,24
frame=6,5,0,2740,25,30,5,23
frame=6,6,38,2987,19,31,18,26
frame=6,7,0,1153,39,24,36,30
frame=7,0,0,1012,40,19,27,30
frame=7,1,45,3341,15,23,-1,31
frame=7,2,19,3047,19,28,-5,34
frame=7,3,0,1708,37,21,0,25
frame=7,4,0,1177,39,24,5,22
frame=7,5,41,685,22,32,8,24
frame=7,6,19,2982,19,34,17,27
frame=7,7,0,1905,36,26,32,29

[ranged]
frames=4
duration=90
type=play_once
frame=0,0,34,3246,16,35,9,29
frame=0,1,50,3266,13,38,10,32
frame=0,2,25,2874,21,32,14,32
frame=0,3,37,1485,27,25,13,29
frame=0,4,41,749,22,24,4,32
frame=0,5,13,3420,13,23,-5,29
frame=0,6,0,3364,15,24,-1,26
frame=0,7,0,3045,19,29,4,26
frame=1,0,49,3304,15,37,10,30
frame=1,1,30,3359,13,38,10,33
frame=1,2,41,717,22,32,14,32
frame=1,3,25,2850,25,24,11,29
