
image=images/avatar/female/mage_hood.png

[stance]
frames=4
duration=800ms
type=back_forth
frame=0,0,95,0,24,35,6,49
frame=0,1,91,73,23,35,6,49
frame=0,2,159,72,21,35,4,49
frame=0,3,417,34,23,34,4,48
frame=0,4,392,0,24,34,5,48
frame=0,5,22,148,23,36,5,49
frame=0,6,0,187,21,38,5,50
frame=0,7,0,263,22,37,6,50
frame=1,0,119,0,24,35,6,49
frame=1,1,299,34,23,35,6,49
frame=1,2,45,148,21,36,4,49
frame=1,3,178,107,22,34,4,48
frame=1,4,416,0,24,34,5,48
frame=1,5,42,184,23,36,5,49
frame=1,6,45,111,21,37,5,50
frame=1,7,0,300,22,37,6,50
frame=2,0,143,0,24,35,5,49
frame=2,1,177,212,23,34,5,48
frame=2,2,65,184,21,36,4,49
frame=2,3,322,34,23,35,5,48
frame=2,4,345,34,24,34,6,48
frame=2,5,42,220,23,36,6,49
frame=2,6,21,187,21,37,5,50
frame=2,7,43,293,23,36,6,50
frame=3,0,369,34,24,34,4,48
frame=3,1,200,316,23,34,5,48
frame=3,2,179,141,21,35,4,48
frame=3,3,131,249,22,35,5,48
frame=3,4,393,34,24,34,6,48
frame=3,5,0,37,23,37,6,50
frame=3,6,0,225,21,38,5,51
frame=3,7,44,329,23,36,5,50

[shoot]
frames=4
duration=400ms
type=play_once
frame=0,0,108,245,23,35,9,48
frame=0,1,333,377,22,34,8,48
frame=0,2,223,316,20,35,4,49
frame=0,3,290,344,22,33,2,47
frame=0,4,153,211,24,34,2,47
frame=0,5,66,147,22,36,3,47
frame=0,6,86,183,21,36,5,47
frame=0,7,86,219,21,36,8,47
frame=1,0,315,103,23,34,12,47
frame=1,1,307,208,22,33,9,48
frame=1,2,327,171,20,34,4,49
frame=1,3,329,205,22,34,1,48
frame=1,4,338,103,24,33,0,46
frame=1,5,329,239,22,34,1,45
frame=1,6,223,351,21,35,5,45
frame=1,7,153,245,23,35,10,46
frame=2,0,315,137,23,34,11,47
frame=2,1,309,311,22,33,9,48
frame=2,2,334,341,20,34,4,49
frame=2,3,330,273,22,34,1,48
frame=2,4,176,246,24,34,1,47
frame=2,5,221,281,22,35,2,46
frame=2,6,241,174,20,35,5,45
frame=2,7,435,69,22,35,9,46
frame=3,0,203,34,24,35,10,48
frame=3,1,338,136,23,34,8,49
frame=3,2,241,209,21,35,4,49
frame=3,3,384,102,23,34,3,48
frame=3,4,176,280,24,34,2,47
frame=3,5,384,136,22,35,3,47
frame=3,6,87,255,21,36,5,47
frame=3,7,406,136,22,35,8,47

[run]
frames=8
duration=533ms
type=looped
frame=0,0,295,69,24,34,8,47
frame=0,1,343,69,22,34,7,48
frame=0,2,177,177,20,35,4,49
frame=0,3,365,68,23,34,3,48
frame=0,4,319,69,24,34,3,47
frame=0,5,132,316,22,35,3,47
frame=0,6,65,220,21,36,5,47
frame=0,7,131,284,23,32,8,47
frame=1,0,86,108,24,34,10,48
frame=1,1,293,105,22,34,8,49
frame=1,2,200,106,21,35,4,50
frame=1,3,362,103,22,34,2,49
frame=1,4,167,0,25,34,2,48
frame=1,5,65,256,22,36,2,48
frame=1,6,21,224,21,37,5,48
frame=1,7,66,292,22,36,8,48
frame=2,0,67,36,24,35,10,49
frame=2,1,132,351,22,35,8,50
frame=2,2,200,141,21,35,4,51
frame=2,3,88,142,23,35,2,50
frame=2,4,67,71,24,35,1,49
frame=2,5,24,0,23,37,2,49
frame=2,6,0,337,22,37,5,48
frame=2,7,0,374,22,37,8,49
frame=3,0,110,108,24,34,9,48
frame=3,1,407,102,22,34,8,49
frame=3,2,200,211,21,35,5,50
frame=3,3,388,68,23,34,3,49
frame=3,4,107,177,24,34,2,48
frame=3,5,67,328,22,36,2,48
frame=3,6,22,261,21,37,4,48
frame=3,7,44,365,23,36,8,48
frame=4,0,134,144,24,33,8,47
frame=4,1,285,207,22,34,8,48
frame=4,2,200,246,21,35,5,49
frame=4,3,287,276,22,34,3,48
frame=4,4,199,350,24,33,3,47
frame=4,5,154,280,22,35,3,47
frame=4,6,66,111,20,36,4,47
frame=4,7,154,315,22,35,7,47
frame=5,0,411,68,24,33,9,48
frame=5,1,287,310,22,34,8,49
frame=5,2,200,281,21,35,5,50
frame=5,3,292,139,23,34,3,49
frame=5,4,107,211,24,34,2,48
frame=5,5,67,364,22,36,2,48
frame=5,6,22,298,21,37,4,48
frame=5,7,112,35,23,36,8,48
frame=6,0,135,35,24,35,10,49
frame=6,1,154,350,22,35,8,50
frame=6,2,220,176,21,35,4,51
frame=6,3,111,142,23,35,2,50
frame=6,4,135,70,24,35,1,49
frame=6,5,0,74,23,37,2,49
frame=6,6,22,335,22,37,5,48
frame=6,7,22,372,22,37,8,49
frame=7,0,154,107,24,34,9,48
frame=7,1,289,377,22,34,8,49
frame=7,2,221,211,20,35,4,50
frame=7,3,311,377,22,34,2,49
frame=7,4,153,177,24,34,2,48
frame=7,5,180,34,23,36,3,48
frame=7,6,46,37,21,37,5,48
frame=7,7,221,246,22,35,8,48

[die]
frames=6
duration=800ms
type=play_once
frame=0,0,251,34,24,35,9,49
frame=0,1,261,173,23,34,7,49
frame=0,2,111,316,21,36,4,50
frame=0,3,284,173,23,34,3,48
frame=0,4,275,34,24,35,3,48
frame=0,5,249,69,23,36,4,48
frame=0,6,111,352,21,36,5,48
frame=0,7,22,111,23,37,8,49
frame=1,0,262,207,23,34,14,47
frame=1,1,352,273,21,34,10,49
frame=1,2,437,171,20,34,4,50
frame=1,3,312,344,22,33,-1,48
frame=1,4,269,105,24,34,-2,46
frame=1,5,353,307,21,34,0,44
frame=1,6,354,341,20,34,5,43
frame=1,7,347,171,22,34,12,44
frame=2,0,416,341,14,27,27,34
frame=2,1,436,294,18,24,19,41
frame=2,2,207,383,16,26,4,44
frame=2,3,189,383,18,26,-9,41
frame=2,4,168,385,21,26,-14,33
frame=2,5,418,293,18,26,-9,26
frame=2,6,440,0,17,25,5,23
frame=2,7,132,386,18,25,20,26
frame=3,0,416,368,13,26,27,37
frame=3,1,150,386,18,25,12,43
frame=3,2,418,269,19,24,-6,41
frame=3,3,418,319,18,22,-18,32
frame=3,4,437,273,20,21,-14,22
frame=3,5,440,25,17,22,-1,17
frame=3,6,440,47,17,22,17,19
frame=3,7,223,386,15,25,28,28
frame=4,0,238,386,13,16,27,28
frame=4,1,430,350,15,16,5,32
frame=4,2,111,388,17,14,-16,26
frame=4,3,436,318,17,16,-24,17
frame=4,4,436,334,17,16,-14,7
frame=4,5,429,368,14,16,6,3
frame=4,6,416,394,18,17,29,8
frame=4,7,251,384,15,16,36,18
frame=5,0,445,350,10,11,26,21
frame=5,1,109,402,13,9,2,23
frame=5,2,44,401,13,10,-21,18
frame=5,3,83,400,13,11,-27,7
frame=5,4,443,366,14,13,-14,-3
frame=5,5,96,399,13,12,10,-7
frame=5,6,67,400,16,11,33,-1
frame=5,7,251,400,13,11,38,11

[cast]
frames=4
duration=400ms
type=play_once
frame=0,0,176,314,24,34,5,48
frame=0,1,176,348,23,35,5,49
frame=0,2,88,291,21,36,4,49
frame=0,3,361,137,23,34,5,48
frame=0,4,221,105,24,34,6,48
frame=0,5,89,327,22,36,5,49
frame=0,6,46,74,21,37,5,50
frame=0,7,23,37,23,37,6,50
frame=1,0,192,0,25,34,4,49
frame=1,1,47,0,24,36,5,50
frame=1,2,91,36,21,37,4,50
frame=1,3,221,139,23,35,5,49
frame=1,4,217,0,25,34,7,48
frame=1,5,180,70,23,36,6,50
frame=1,6,0,111,22,38,5,52
frame=1,7,0,0,24,37,6,51
frame=2,0,242,0,25,34,4,49
frame=2,1,71,0,24,36,4,50
frame=2,2,43,256,22,37,4,50
frame=2,3,203,69,23,36,5,49
frame=2,4,245,105,24,34,7,48
frame=2,5,226,69,23,36,6,50
frame=2,6,0,149,22,38,5,52
frame=2,7,23,74,23,37,5,51
frame=3,0,227,34,24,35,5,49
frame=3,1,331,307,22,34,4,48
frame=3,2,243,244,21,35,4,48
frame=3,3,428,137,23,34,5,47
frame=3,4,267,0,25,34,7,48
frame=3,5,89,363,22,36,6,50
