[header]
width=38
height=56
tilewidth=64
tileheight=32
orientation=isometric
hero_pos=31,39
music=music/dungeon_theme.ogg
tileset=tilesetdefs/tileset_dungeon.txt
title=Family Crypt

[tilesets]
tileset=../../../tiled/dungeon/tiled_collision.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon.png,64,128,0,0
tileset=../../../tiled/dungeon/set_rules.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon_2x2.png,128,64,0,16
tileset=../../../tiled/dungeon/door_left.png,64,128,-16,-8
tileset=../../../tiled/dungeon/door_right.png,64,128,16,-8
tileset=../../../tiled/dungeon/stairs.png,256,256,0,48

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,40,36,42,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,43,19,19,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,47,19,36,18,16,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,17,18,37,17,44,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,17,45,16,47,45,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,39,38,40,17,43,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,18,18,39,16,16,18,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,50,19,16,39,19,48,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,34,34,34,34,49,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,34,24,25,35,49,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,34,20,22,32,49,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,36,37,17,46,18,40,44,0,0,35,20,22,33,49,0,18,46,44,18,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,18,36,45,43,36,46,47,49,0,32,27,26,32,49,0,39,45,40,36,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,18,19,47,17,38,16,59,57,49,34,33,34,35,49,63,57,45,16,38,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,17,39,38,18,46,17,56,58,49,35,24,25,33,49,60,58,44,17,41,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,38,19,16,37,17,38,38,48,0,32,20,22,32,49,50,44,36,19,38,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,45,18,19,17,19,48,50,0,0,32,20,22,33,49,0,50,50,47,17,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
