[header]
width=80
height=80
tilewidth=64
tileheight=32
orientation=isometric
background_color=0,0,0,255
hero_pos=11,77
music=music/dungeon_theme.ogg
tileset=tilesetdefs/tileset_dungeon.txt
title=Fort Amir

[tilesets]
tileset=../../../tiled/dungeon/tiled_collision.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon.png,64,128,0,0
tileset=../../../tiled/dungeon/set_rules.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon_2x2.png,128,64,0,16
tileset=../../../tiled/dungeon/door_left.png,64,128,-16,-8
tileset=../../../tiled/dungeon/door_right.png,64,128,16,-8
tileset=../../../tiled/dungeon/stairs.png,256,256,0,48

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,46,43,45,42,16,18,38,37,41,40,18,43,46,43,40,41,37,40,46,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,16,40,47,17,43,38,16,18,44,45,18,36,43,46,41,40,16,37,45,43,0,0,
0,36,16,19,44,38,36,46,43,41,19,46,36,42,16,47,18,41,44,38,41,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,19,34,34,34,36,32,33,33,39,32,33,33,43,32,33,35,18,37,47,0,0,
0,39,16,19,42,42,36,37,19,47,40,47,38,39,17,19,47,16,46,45,36,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,45,33,32,35,40,33,34,32,18,35,32,35,42,34,32,34,41,19,39,0,0,
0,38,43,38,46,39,42,35,33,32,42,44,19,34,32,35,16,36,44,46,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,34,34,34,16,32,32,32,40,32,32,34,19,33,33,34,46,37,41,0,0,
0,38,40,42,37,45,17,42,39,43,39,39,39,46,36,16,39,16,38,42,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,32,33,40,36,42,43,44,43,37,17,44,36,43,39,46,40,47,44,36,0,0,
0,38,45,44,44,17,19,41,18,19,19,16,37,39,42,36,42,39,46,40,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,34,34,34,36,18,45,19,39,41,45,45,19,38,44,38,37,38,43,47,16,0,0,
0,39,47,36,47,36,43,17,32,34,33,33,34,33,32,35,32,33,19,42,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,34,33,32,16,38,42,43,36,46,18,43,40,42,47,44,37,40,18,18,19,0,0,
