[header]
width=70
height=70
tilewidth=64
tileheight=32
orientation=isometric
music=music/dungeon_theme.ogg
tileset=tilesetdefs/tileset_dungeon.txt
title=St. Maria: Mausoleum

[tilesets]
tileset=../../../tiled/dungeon/tiled_collision.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon.png,64,128,0,0
tileset=../../../tiled/dungeon/set_rules.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon_2x2.png,128,64,0,16
tileset=../../../tiled/dungeon/door_left.png,64,128,-16,-8
tileset=../../../tiled/dungeon/door_right.png,64,128,16,-8
tileset=../../../tiled/dungeon/stairs.png,256,256,0,48

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,
16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,30,23,23,23,23,31,16,16,16,0,
16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,16,16,22,48,50,50,50,20,16,16,16,0,
16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,22,49,0,0,0,20,16,16,16,0,
16,16,16,16,34,33,35,32,33,33,16,16,16,0,0,0,0,0,0,0,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,22,49,0,0,0,20,16,16,16,0,
16,16,16,35,16,16,16,16,16,16,35,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,23,26,49,0,0,0,20,16,16,16,0,
16,16,16,32,16,16,16,16,16,16,34,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,50,0,0,0,0,20,16,16,16,0,
16,16,16,34,16,16,16,33,16,16,34,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,16,0,
16,16,16,33,16,16,16,33,16,16,35,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,16,0,
16,16,16,33,16,16,16,16,16,16,35,16,16,16,16,16,16,16,16,30,23,31,16,16,30,26,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,16,0,
16,16,16,34,16,16,16,16,16,16,32,16,16,0,0,0,0,0,0,26,48,20,16,16,22,48,0,0,0,0,0,0,0,0,16,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,21,25,49,0,0,0,20,16,16,16,0,
16,16,16,16,32,35,33,34,33,32,16,16,16,0,0,0,0,0,0,0,0,20,16,16,22,49,0,0,0,0,0,0,0,0,16,51,16,16,16,16,16,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,22,49,0,0,0,20,16,16,16,0,
16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,20,16,16,22,49,0,0,0,0,0,0,0,0,16,51,16,0,0,0,0,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,22,49,0,0,0,20,16,16,16,0,
16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,20,16,16,22,49,0,0,0,0,0,0,0,0,16,51,16,16,16,0,0,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,22,49,0,0,0,20,16,16,16,0,
0,0,0,0,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,22,49,0,0,0,0,0,0,0,0,16,51,16,0,0,0,0,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,29,21,21,21,21,28,16,16,16,0,
0,0,0,0,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,22,49,0,0,0,0,0,0,0,0,16,51,16,286,0,0,0,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,16,16,16,16,16,16,16,16,16,0,
0,0,0,0,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,22,49,0,0,0,0,0,0,0,0,16,51,16,16,16,16,16,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,16,16,16,16,16,16,16,16,16,0,
0,0,0,0,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,22,49,0,0,0,0,0,0,0,0,16,51,16,16,16,16,16,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,16,16,16,16,16,16,16,16,16,16,0,
