[header]
width=24
height=60
tilewidth=64
tileheight=32
orientation=isometric
background_color=0,0,0,255
hero_pos=12,55
music=music/dungeon_theme.ogg
tileset=tilesetdefs/tileset_dungeon.txt
title=Halls of Infinity

[tilesets]
tileset=../../../tiled/dungeon/tiled_collision.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon.png,64,128,0,0
tileset=../../../tiled/dungeon/set_rules.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon_2x2.png,128,64,0,16
tileset=../../../tiled/dungeon/door_left.png,64,128,-16,-8
tileset=../../../tiled/dungeon/door_right.png,64,128,16,-8
tileset=../../../tiled/dungeon/stairs.png,256,256,0,48

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,37,41,41,18,42,37,36,18,44,19,40,40,17,46,47,18,40,44,41,47,46,0,0,
0,44,44,45,45,41,46,39,38,39,37,19,38,45,46,43,39,37,39,19,45,47,0,0,
0,41,42,24,25,34,35,33,34,35,32,34,32,33,32,34,35,34,33,24,25,37,0,0,
0,44,37,27,26,32,33,33,35,33,33,33,34,32,33,33,35,32,34,27,26,38,0,0,
0,17,19,33,35,30,23,23,23,23,23,23,23,23,23,23,23,23,31,35,32,44,0,0,
0,44,37,35,33,22,48,50,50,50,50,50,50,50,50,50,50,50,20,32,33,40,0,0,
0,16,19,33,32,22,49,0,0,0,0,0,0,0,0,0,0,0,20,33,35,40,0,0,
0,47,46,35,35,22,49,0,0,0,0,0,0,0,0,0,0,0,20,32,33,42,0,0,
0,46,36,33,33,22,49,0,0,0,0,0,0,0,0,0,0,0,20,33,33,16,0,0,
0,37,16,34,34,22,49,0,0,0,24,21,21,25,49,0,0,0,20,35,33,16,0,0,
0,42,17,33,35,22,49,0,0,0,20,35,32,22,49,0,0,0,20,32,34,19,0,0,
0,17,43,32,35,22,49,0,0,0,20,32,34,22,49,0,0,0,20,33,33,44,0,0,
0,18,42,34,35,22,49,0,0,0,20,32,35,22,49,0,0,0,20,32,32,17,0,0,
0,36,16,32,35,29,21,21,21,21,28,34,33,29,21,21,21,21,28,32,34,17,0,0,
0,18,47,24,25,34,34,34,35,32,32,33,35,33,32,35,32,35,35,24,25,41,0,0,
0,47,19,27,26,32,32,34,32,34,35,32,35,35,33,33,33,32,35,27,26,39,0,0,
0,47,17,42,43,45,18,44,46,16,47,42,18,19,44,16,18,17,42,39,18,43,0,0,
0,0,0,0,0,0,0,0,0,37,45,45,17,44,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,40,42,38,46,16,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,38,44,38,44,37,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,40,37,37,46,41,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,44,36,41,17,17,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,47,19,45,16,37,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,16,37,46,44,43,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,40,45,47,45,47,40,17,38,16,37,38,43,19,0,0,0,0,0,0,
