[header]
width=60
height=80
tilewidth=64
tileheight=32
orientation=isometric
background_color=0,0,0,255
hero_pos=56,66
music=music/cave_theme.ogg
tileset=tilesetdefs/tileset_cave.txt
title=Mog Caverns

[tilesets]
tileset=../../../tiled/cave/tiled_collision.png,64,32,0,0
tileset=../../../tiled/cave/tiled_cave.png,64,128,0,0
tileset=../../../tiled/cave/set_rules.png,64,32,0,0
tileset=../../../tiled/cave/tiled_cave_2x2.png,128,64,0,16

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,19,16,17,57,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,57,0,0,0,22,23,20,21,22,33,20,21,22,57,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,26,27,24,25,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,27,24,25,26,57,24,25,26,27,24,25,26,33,24,25,26,27,57,0,0,0,0,0,
0,0,0,0,0,0,0,29,30,31,28,29,30,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,33,28,29,30,31,28,57,0,0,0,0,
0,0,0,0,0,0,0,17,18,19,16,17,18,19,57,0,0,0,0,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,32,32,32,32,32,32,32,32,32,32,32,42,32,32,46,32,32,32,44,32,32,57,0,0,0,
0,0,0,0,0,0,0,21,22,23,20,21,22,23,20,57,0,0,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,33,21,22,23,20,21,22,33,20,21,22,57,0,0,
0,0,0,0,0,0,0,25,26,27,24,25,26,27,24,25,57,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,39,32,32,44,32,32,32,38,24,25,26,27,0,0,
0,0,0,0,0,0,0,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,35,28,29,30,31,28,29,30,31,0,0,
0,0,0,0,0,0,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,36,32,38,16,17,18,19,16,17,18,19,0,0,
0,0,0,0,0,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,201,197,193,202,20,21,22,23,20,21,22,201,202,21,22,23,20,201,206,23,32,32,32,32,32,46,32,32,32,32,32,32,32,32,22,23,0,0,
0,0,0,0,0,27,24,25,26,27,24,25,205,206,24,25,26,27,24,25,26,201,209,216,217,210,206,25,26,27,24,25,201,209,210,202,26,27,201,209,210,202,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,0,0,
0,0,0,0,0,31,28,29,30,31,28,201,209,210,202,29,30,31,28,29,30,192,219,218,219,218,198,29,30,31,28,29,196,217,216,210,193,197,209,217,216,210,206,29,30,31,28,29,30,31,28,29,30,31,28,29,30,0,0,0,
0,0,0,0,18,19,16,17,18,19,205,209,217,216,210,193,202,19,16,17,201,209,217,216,217,211,203,17,18,19,16,201,209,219,218,219,218,219,218,219,218,219,210,193,197,206,16,17,18,19,16,17,18,19,16,17,0,0,0,0,
0,0,0,0,22,23,20,21,22,23,192,218,219,218,219,218,210,197,197,193,209,218,219,218,211,207,20,21,22,23,20,200,208,217,216,217,216,217,216,217,216,217,216,217,216,210,197,202,22,23,20,21,22,23,20,0,0,0,0,0,
0,0,0,25,26,27,24,25,26,27,196,216,217,216,217,216,217,216,217,216,217,216,217,211,207,27,24,25,26,27,24,25,196,219,218,219,218,219,218,219,218,219,218,211,199,199,208,210,206,27,24,25,26,27,24,0,0,0,0,0,
0,0,0,29,30,31,28,29,30,205,209,218,219,218,219,218,219,218,219,218,219,218,219,194,30,31,28,29,30,31,28,29,192,217,216,217,216,217,216,217,216,211,195,203,30,31,200,208,210,197,202,29,30,31,28,0,0,0,0,0,
0,0,0,17,18,19,16,17,18,200,208,216,217,216,217,216,217,216,217,216,217,216,217,198,18,19,16,17,18,19,16,205,209,219,218,219,218,219,218,219,211,203,55,17,18,19,50,196,216,217,194,17,18,19,16,57,0,0,0,0,
0,0,0,21,22,23,20,21,22,23,192,218,219,218,219,218,219,218,219,218,219,218,211,203,22,23,20,21,205,193,197,209,216,217,216,217,216,217,216,217,194,23,20,50,22,23,20,192,218,219,194,21,22,23,20,21,0,0,0,0,
0,0,24,25,26,27,24,25,26,27,192,216,217,216,217,216,217,216,217,216,217,216,198,25,26,27,24,25,192,219,218,219,218,219,218,219,218,219,218,219,194,27,24,25,26,27,24,196,216,217,194,25,26,27,24,25,0,0,0,0,
0,0,28,29,30,31,28,29,30,31,204,208,219,218,219,218,219,218,219,218,219,218,194,55,30,31,28,29,196,217,216,217,216,217,216,217,216,217,216,217,194,31,50,29,30,31,205,209,218,219,210,206,30,31,28,29,0,0,0,0,
0,0,56,17,18,19,16,17,18,19,16,200,208,216,217,216,217,216,217,216,217,216,198,53,52,19,16,201,209,219,218,219,218,219,218,219,218,219,218,219,198,19,16,17,18,19,192,217,216,217,216,194,18,19,16,17,0,0,0,0,
0,0,0,56,22,23,20,21,22,23,20,21,200,208,219,218,219,218,219,218,219,218,210,206,54,23,20,192,216,217,216,217,216,217,211,195,199,208,216,217,210,206,20,21,22,23,192,219,218,219,211,203,22,23,20,21,0,0,0,0,
0,0,0,25,26,27,24,25,26,27,24,25,26,200,208,216,217,216,217,216,217,216,217,210,197,202,24,192,218,219,218,219,218,211,207,50,26,200,208,211,199,207,24,25,26,27,192,217,216,211,203,25,26,27,24,25,0,0,0,0,
0,0,0,29,30,31,28,29,30,31,28,29,30,31,200,195,195,208,219,211,199,199,199,208,216,210,197,209,216,217,216,217,211,203,50,29,30,31,204,207,54,31,28,29,30,31,196,219,211,207,28,29,30,31,28,29,0,0,0,0,
0,0,0,17,18,19,16,17,18,19,16,17,18,19,16,17,18,204,195,207,18,19,16,200,208,219,218,219,218,219,218,219,194,19,16,17,18,19,16,17,18,19,16,17,18,19,192,217,194,19,16,17,18,19,16,0,0,0,0,0,
0,0,0,56,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,200,208,216,217,216,217,216,217,198,23,20,21,22,23,20,21,22,23,20,21,22,201,209,219,198,23,20,21,22,0,0,0,0,0,0,0,
0,0,0,0,56,27,24,25,26,27,24,25,26,27,24,25,26,27,205,197,202,27,24,25,26,192,218,219,218,219,218,219,194,27,24,25,26,27,24,25,26,27,24,25,26,192,216,217,198,27,24,25,26,0,0,0,0,0,0,0,
0,0,0,0,56,31,28,29,30,31,28,29,30,31,28,29,30,31,196,211,203,31,28,29,30,200,208,217,216,217,216,217,194,31,28,29,30,205,193,206,30,31,28,29,30,204,208,219,198,31,28,29,30,57,0,0,0,0,0,0,
0,0,0,0,0,56,16,17,18,19,16,17,18,19,16,17,18,19,204,203,18,19,16,17,18,19,192,219,218,219,218,219,194,52,16,17,18,204,208,194,18,19,16,17,18,19,192,217,194,19,16,17,18,19,0,0,0,0,0,0,
0,0,0,0,0,56,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,196,217,216,217,216,211,207,50,20,21,22,23,192,210,206,23,20,21,22,23,192,219,210,202,20,21,22,23,0,0,0,0,0,0,
0,0,0,0,0,0,56,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,204,208,218,219,218,198,26,27,24,25,26,27,192,216,210,202,24,25,26,27,196,217,216,194,24,25,26,27,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,56,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,200,208,217,216,210,206,31,28,29,30,31,200,208,216,194,53,29,30,31,192,219,211,203,28,29,30,31,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,56,19,16,17,18,19,16,17,18,19,0,0,0,56,16,17,192,219,218,219,198,19,16,17,18,19,16,200,208,210,202,17,18,201,209,217,194,19,16,17,18,19,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,20,21,22,23,0,0,0,0,0,56,192,217,216,217,211,203,20,21,22,23,20,21,204,208,210,197,193,209,218,219,198,23,20,21,22,23,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,24,25,26,27,0,0,0,0,0,16,196,219,218,219,198,0,0,56,26,27,24,25,26,192,216,217,216,217,216,217,198,27,24,25,26,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,29,30,31,28,29,30,31,28,29,30,31,0,0,0,0,16,16,192,217,216,217,194,0,0,56,30,31,28,29,30,200,208,219,218,219,218,211,207,31,28,29,30,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,17,18,19,16,17,18,19,16,17,18,0,0,0,0,0,16,201,209,219,218,219,194,0,0,0,56,19,16,17,18,49,200,208,216,217,216,194,18,19,16,17,18,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,21,22,23,20,21,22,23,20,21,0,0,0,0,0,0,56,204,208,217,216,211,207,0,0,0,0,56,20,21,22,23,50,192,218,219,211,203,22,23,20,21,22,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,25,26,27,24,25,26,27,24,25,0,0,0,0,0,0,0,56,192,219,218,194,0,0,0,0,0,56,50,25,26,27,24,204,208,217,194,25,26,27,24,25,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,29,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,16,196,217,216,194,0,0,0,0,0,0,56,29,30,31,28,29,196,219,198,29,30,31,28,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,56,18,19,16,17,18,19,16,0,0,0,0,0,0,0,0,16,192,219,218,194,57,0,0,0,0,0,56,54,18,19,16,17,200,208,194,17,18,19,16,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,56,20,21,22,23,20,0,0,0,0,0,0,0,0,16,192,217,216,210,206,0,0,0,0,0,0,56,22,23,20,21,22,204,203,21,22,23,20,57,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,56,24,25,26,27,0,0,0,0,0,0,0,0,0,56,200,208,218,219,198,57,0,0,0,0,0,0,56,27,24,25,55,27,24,25,26,27,24,25,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,29,30,31,0,0,0,0,0,0,0,0,0,0,56,192,216,217,210,202,57,0,0,0,0,0,56,31,28,29,30,31,28,29,30,31,28,29,57,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,18,19,0,0,0,0,0,0,0,0,0,0,16,192,218,219,218,210,202,0,0,0,0,0,0,56,16,17,18,19,16,17,18,19,16,17,18,57,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,192,216,217,216,217,194,0,0,0,0,0,0,0,0,56,22,23,20,21,22,23,20,21,22,23,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,201,193,197,209,218,219,218,219,194,0,0,0,0,0,0,0,0,0,0,56,24,25,26,27,24,25,26,27,57,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,201,209,217,216,217,216,217,216,211,207,0,0,0,0,0,0,0,0,0,0,0,0,56,30,31,28,29,30,31,28,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,201,209,218,219,218,219,218,219,211,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,16,17,18,19,16,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,205,209,217,216,217,216,217,216,211,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,21,22,23,20,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,205,209,218,219,211,195,195,195,195,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,25,26,27,24,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,192,217,216,211,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,29,30,31,28,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,201,209,219,218,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,16,17,18,19,16,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,200,208,217,216,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,20,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,196,219,218,194,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,192,217,216,210,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,0,0,0,0,0,0,0,
