[header]
width=80
height=80
tilewidth=64
tileheight=32
orientation=isometric
music=music/overworld_theme.ogg
tileset=tilesetdefs/tileset_grassland.txt
title=Southern Ridge

[tilesets]
tileset=../../../tiled/grassland/tiled_collision.png,64,32,0,0
tileset=../../../tiled/grassland/grassland.png,64,128,0,0
tileset=../../../tiled/grassland/grassland_water.png,64,64,0,32
tileset=../../../tiled/grassland/grassland_structures.png,64,256,0,0
tileset=../../../tiled/grassland/grassland_trees.png,128,256,-32,0
tileset=../../../tiled/grassland/set_rules.png,64,32,0,0
tileset=../../../tiled/grassland/tiled_grassland_2x2.png,128,64,0,16

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,23,20,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,21,22,23,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,0,29,30,31,28,29,30,31,28,29,30,31,28,29,0,0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,28,29,30,31,28,29,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,19,0,0,18,19,16,17,18,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,19,0,0,18,19,16,17,18,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,21,22,23,20,21,22,0,0,0,0,0,0,0,0,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,0,0,0,0,0,0,0,22,23,20,21,22,23,20,21,22,23,0,0,22,23,20,21,22,23,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,0,0,0,0,0,0,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,0,0,0,0,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,0,0,0,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,0,0,0,0,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,0,0,20,21,22,23,20,21,22,23,20,21,22,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,0,0,0,0,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,0,27,24,25,26,27,24,25,26,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,0,0,0,0,28,29,30,31,0,0,0,31,28,29,30,31,28,29,30,31,28,29,0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,29,30,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,0,0,0,0,0,16,17,18,19,0,0,0,19,16,17,18,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,19,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,20,21,22,23,20,21,22,23,20,0,0,23,20,21,22,0,0,0,0,0,0,21,22,23,20,0,0,23,20,21,22,23,20,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,21,22,23,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,25,26,27,24,25,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,27,24,25,26,27,24,25,26,27,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,24,25,26,27,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,29,30,31,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,28,29,30,31,28,29,30,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,30,31,28,29,30,31,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,17,18,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,17,18,19,16,17,18,19,0,0,0,0,0,0,0,19,16,0,0,0,0,0,18,19,16,17,18,19,16,17,18,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,21,22,23,0,0,0,0,0,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,0,0,0,0,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,31,28,29,0,0,0,0,0,31,28,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,30,31,0,0,0,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,0,0,0,0,0,0,0,0,0,0,0,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,0,0,0,0,0,0,0,0,
