[header]
width=50
height=60
tilewidth=64
tileheight=32
orientation=isometric
background_color=0,0,0,255
hero_pos=43,1
music=music/forest_theme.ogg
parallax_layers=maps/parallax/rain.txt
tileset=tilesetdefs/tileset_grassland.txt
title=Lochport

[tilesets]
tileset=../../../tiled/grassland/tiled_collision.png,64,32,0,0
tileset=../../../tiled/grassland/grassland.png,64,128,0,0
tileset=../../../tiled/grassland/grassland_water.png,64,64,0,32
tileset=../../../tiled/grassland/grassland_structures.png,64,256,0,0
tileset=../../../tiled/grassland/grassland_trees.png,128,256,-32,0
tileset=../../../tiled/grassland/set_rules.png,64,32,0,0
tileset=../../../tiled/grassland/tiled_grassland_2x2.png,128,64,0,16

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,18,19,16,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,22,23,20,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,26,27,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,26,27,24,0,0,0,0,0,
28,29,30,31,0,0,0,0,0,29,30,31,28,29,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,33,42,28,0,0,0,0,0,
149,153,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,17,18,41,16,17,0,0,0,0,
176,161,153,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,0,0,0,0,0,0,0,21,22,23,20,0,0,0,0,21,22,23,20,21,22,39,20,21,22,0,0,0,
180,181,150,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,35,45,24,25,26,0,0,0,
184,185,146,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,45,37,28,29,30,0,0,0,
188,189,150,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,46,43,16,17,18,19,0,0,
176,177,146,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,32,23,20,21,22,23,0,0,
180,181,161,153,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,25,26,27,24,45,47,44,24,25,26,0,0,0,
184,185,186,146,28,29,30,31,28,29,30,31,37,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,29,30,31,28,40,40,31,28,29,30,0,0,0,
188,189,190,161,157,17,18,19,16,17,18,19,43,17,18,19,16,17,18,19,39,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,18,19,16,17,47,19,16,17,18,0,0,0,
176,177,178,179,150,21,22,23,20,21,22,43,40,41,36,35,37,34,46,41,34,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,21,22,23,20,33,46,23,20,21,22,23,0,0,
180,181,182,183,165,153,26,27,24,25,36,39,44,36,43,40,39,35,41,40,37,33,39,44,43,38,47,41,44,44,36,38,24,25,26,27,33,25,26,27,24,37,35,27,24,25,26,27,0,0,
