[header]
width=30
height=50
tilewidth=64
tileheight=32
orientation=isometric
background_color=0,0,0,255
hero_pos=15,46
music=music/magical_theme.ogg
tileset=tilesetdefs/tileset_dungeon.txt
title=Brothers' Lair Atrium

[tilesets]
tileset=../../../tiled/dungeon/tiled_collision.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon.png,64,128,0,0
tileset=../../../tiled/dungeon/set_rules.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon_2x2.png,128,64,0,16
tileset=../../../tiled/dungeon/door_left.png,64,128,-16,-8
tileset=../../../tiled/dungeon/door_right.png,64,128,16,-8
tileset=../../../tiled/dungeon/stairs.png,256,256,0,48

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,19,18,16,16,16,16,16,17,35,35,18,19,16,16,16,16,16,16,18,0,0,0,0,0,0,
0,0,0,0,0,17,33,34,34,34,34,34,33,32,32,33,34,34,34,34,34,34,34,34,0,0,0,0,0,0,
0,0,0,0,0,16,32,38,37,39,16,16,19,38,42,36,18,17,41,39,36,16,38,35,0,0,0,0,0,0,
0,0,0,0,0,16,32,18,47,19,18,17,47,38,19,18,19,18,16,36,36,16,19,35,0,0,0,0,0,0,
0,0,0,0,0,16,32,47,19,45,44,36,17,17,41,19,45,42,18,40,19,16,37,35,0,0,0,0,0,0,
0,0,0,0,0,16,32,17,47,19,37,42,18,17,42,42,45,18,44,18,19,16,19,35,0,0,0,0,0,0,
0,0,0,0,0,16,32,38,39,36,45,33,34,33,33,33,33,33,34,39,16,18,17,35,0,0,0,0,0,0,
0,0,0,0,0,16,32,43,19,18,39,32,19,42,42,42,18,18,35,19,39,19,17,35,0,0,0,0,0,0,
0,0,16,16,16,17,35,45,46,19,19,35,16,19,44,17,42,19,32,18,44,16,17,35,18,19,16,16,0,0,
0,0,34,34,34,33,32,19,19,42,18,35,18,19,18,47,19,16,32,42,19,19,16,32,33,34,34,34,0,0,
0,0,33,33,33,33,34,40,47,16,45,35,18,18,18,38,16,16,32,37,17,16,17,33,34,33,33,33,0,0,
0,0,0,0,0,18,35,46,16,45,16,35,17,17,18,38,18,16,32,18,37,18,39,32,0,0,0,0,0,0,
0,0,0,0,0,19,32,17,39,46,37,35,18,19,16,16,16,17,35,47,16,18,19,35,0,0,0,0,0,0,
0,0,0,0,0,16,32,17,19,18,39,32,33,34,34,34,34,33,32,37,46,46,36,35,0,0,0,0,0,0,
0,0,0,0,0,16,32,40,47,17,37,38,16,37,45,45,19,43,45,17,16,42,46,35,0,0,0,0,0,0,
0,0,0,0,0,16,32,16,16,18,17,19,17,42,0,0,36,18,18,39,43,19,16,35,0,0,0,0,0,0,
0,0,0,0,0,16,32,16,41,16,19,45,18,18,264,0,16,17,45,41,44,39,38,35,0,0,0,0,0,0,
0,0,0,0,0,16,32,16,18,18,36,41,18,19,46,47,19,42,47,40,17,16,37,35,0,0,0,0,0,0,
0,0,0,0,0,19,34,33,33,33,33,33,33,34,47,16,33,34,33,33,33,33,33,35,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,18,35,16,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,19,32,44,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,32,46,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,32,38,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,19,18,16,17,35,42,43,35,18,19,18,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,17,33,34,33,32,19,19,32,33,34,34,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,16,32,41,47,17,17,17,38,43,17,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,19,34,33,33,34,37,37,33,34,33,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,18,35,17,37,32,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,19,32,44,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,32,43,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,32,16,47,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,19,18,16,17,35,42,16,35,18,19,18,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,17,33,34,33,32,19,16,32,33,34,34,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,16,32,17,45,19,16,36,45,17,47,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,19,34,33,33,34,37,19,33,34,33,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,18,35,44,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,19,32,17,44,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,32,18,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,32,17,36,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,32,45,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,16,32,44,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,19,34,32,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

[layer]
type=object
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,64,282,283,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,77,69,65,65,65,65,65,73,0,0,74,65,65,65,65,65,65,65,69,78,0,0,0,0,0,
0,0,0,0,0,68,0,0,0,0,0,0,167,0,0,167,179,0,0,0,0,0,0,0,66,0,0,0,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
0,0,0,0,0,64,178,0,111,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,66,0,0,0,0,0,
0,0,0,0,0,64,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,176,0,66,0,0,0,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,
0,0,65,103,65,73,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,74,65,103,65,0,0,
0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,
0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,280,0,
0,0,67,67,67,72,164,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,180,130,91,83,83,83,0,0,
0,0,0,0,0,64,177,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,82,0,0,0,0,0,
0,0,0,0,0,64,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,82,0,0,0,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,82,0,0,0,0,0,
0,0,0,0,0,68,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,
