[header]
width=20
height=48
tilewidth=64
tileheight=32
orientation=isometric
background_color=0,0,0,255
hero_pos=9,41
music=music/magical_theme.ogg
tileset=tilesetdefs/tileset_dungeon.txt
title=Brothers' Sacrifice Room

[tilesets]
tileset=../../../tiled/dungeon/tiled_collision.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon.png,64,128,0,0
tileset=../../../tiled/dungeon/set_rules.png,64,32,0,0
tileset=../../../tiled/dungeon/tiled_dungeon_2x2.png,128,64,0,16
tileset=../../../tiled/dungeon/door_left.png,64,128,-16,-8
tileset=../../../tiled/dungeon/door_right.png,64,128,16,-8
tileset=../../../tiled/dungeon/stairs.png,256,256,0,48

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,19,18,16,18,0,0,19,18,16,18,0,0,19,18,16,18,0,0,0,
0,17,33,34,35,18,19,17,35,34,35,18,19,17,35,34,34,0,0,0,
0,16,32,16,32,33,34,33,32,18,32,33,34,33,32,16,35,0,0,0,
0,19,33,34,41,39,18,19,44,41,17,43,42,16,16,33,34,0,0,0,
0,0,18,35,19,42,18,19,17,17,19,18,19,17,17,32,0,0,0,0,
0,0,19,32,17,38,44,17,46,16,18,16,17,42,39,35,0,0,0,0,
0,19,17,35,41,18,19,44,19,17,18,17,19,17,42,32,18,0,0,0,
0,17,33,32,37,43,16,19,45,41,46,18,19,18,42,35,33,0,0,0,
0,16,32,18,45,44,17,36,17,17,44,36,36,17,18,39,35,0,0,0,
0,19,33,34,17,39,18,19,44,17,43,16,16,44,16,33,34,0,0,0,
0,0,18,35,38,18,19,39,16,36,19,17,40,19,16,32,0,0,0,0,
0,0,19,32,18,19,40,43,37,45,16,18,40,19,41,35,0,0,0,0,
0,19,17,35,39,36,18,43,19,47,19,46,39,16,18,32,18,0,0,0,
0,17,33,32,17,17,44,46,18,18,19,43,16,39,41,35,33,0,0,0,
0,16,32,16,33,34,33,34,32,43,33,34,33,34,32,16,35,0,0,0,
0,19,34,33,32,0,0,19,33,34,34,0,0,19,35,33,35,0,0,0,
0,0,0,0,0,0,0,0,18,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,19,32,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,
