
image=images/avatar/female/leather_gloves.png

[stance]
frames=4
duration=800ms
type=back_forth
frame=0,0,20,543,12,16,4,17
frame=0,1,0,1411,16,12,6,15
frame=0,2,17,1193,15,14,5,16
frame=0,3,23,220,9,16,2,17
frame=0,4,0,1690,11,15,4,15
frame=0,5,16,1375,16,14,6,16
frame=0,6,17,1073,15,15,6,17
frame=0,7,11,1791,10,14,3,15
frame=1,0,20,559,12,16,4,17
frame=1,1,16,1416,16,12,6,15
frame=1,2,15,1442,15,13,5,16
frame=1,3,23,236,9,16,2,17
frame=1,4,11,1691,11,15,4,15
frame=1,5,17,1207,15,14,6,16
frame=1,6,17,1088,15,15,6,17
frame=1,7,21,1798,10,14,3,15
frame=2,0,20,575,12,16,3,17
frame=2,1,16,1403,16,13,5,15
frame=2,2,17,1221,15,14,5,16
frame=2,3,0,1842,9,16,2,17
frame=2,4,0,1705,11,15,4,15
frame=2,5,0,1383,16,14,7,16
frame=2,6,17,1103,15,15,7,17
frame=2,7,22,1723,10,15,3,15
frame=3,0,0,1651,12,16,3,17
frame=3,1,0,1423,16,12,6,15
frame=3,2,17,1235,15,14,5,16
frame=3,3,22,1691,10,16,3,17
frame=3,4,11,1706,11,15,4,16
frame=3,5,16,1389,16,14,7,16
frame=3,6,16,1345,16,15,7,17
frame=3,7,0,1720,11,15,4,16

[run]
frames=8
duration=533ms
type=looped
frame=0,0,0,892,18,14,9,17
frame=0,1,0,651,19,13,9,17
frame=0,2,18,854,14,17,5,19
frame=0,3,23,167,9,18,1,19
frame=0,4,0,1127,17,16,4,17
frame=0,5,0,664,19,13,5,16
frame=0,6,18,922,14,16,5,17
frame=0,7,10,1819,10,12,4,13
frame=1,0,14,1489,14,15,7,17
frame=1,1,0,934,18,13,8,17
frame=1,2,0,1449,15,13,5,17
frame=1,3,22,1707,10,16,2,18
frame=1,4,0,1502,14,15,3,17
frame=1,5,0,1188,17,14,5,16
frame=1,6,14,1504,14,15,5,16
frame=1,7,11,1721,11,15,4,15
frame=2,0,20,1812,10,13,4,15
frame=2,1,17,1249,15,14,6,17
frame=2,2,0,1475,15,11,5,16
frame=2,3,0,1547,14,14,4,17
frame=2,4,22,1738,10,15,1,17
frame=2,5,19,711,13,16,3,17
frame=2,6,14,1549,14,14,5,16
frame=2,7,17,1118,15,15,6,17
frame=3,0,0,1353,16,15,8,17
frame=3,1,21,406,11,16,4,18
frame=3,2,0,1561,14,14,5,17
frame=3,3,0,1256,17,12,5,16
frame=3,4,17,1133,15,15,3,17
frame=3,5,0,1858,9,15,2,15
frame=3,6,18,938,14,16,5,17
frame=3,7,0,906,18,14,8,16
frame=4,0,0,860,18,16,9,17
frame=4,1,22,315,10,17,4,19
frame=4,2,18,871,14,17,5,19
frame=4,3,0,703,19,12,5,17
frame=4,4,0,1202,17,14,4,17
